State,PC No,PC Name,st_shp,shp_pc,pc_category,Votes,NCand,Winner,Winner_Party,Winner_Votes,RunnerUp_Votes,Margin,Margin_Pct,Total_Electors_PC,Turnout,Alliance,Winner_Share,N_Parties,Top2_Share,NOTA_Votes,NOTA_Pct,Indep_Votes,Indep_Pct,Electorate_Ratio,Region,Woman_Won_2024,Winner_2019,Winner_Party_2019,Winner_Sex_2019,Margin_Pct_2019,Turnout_2019,Party_Changed,Margin_Swing,Turnout_Swing,Lat,Lon,Dist_Delhi
West Bengal,11,Murshidabad,West Bengal,Murshidabad,GEN,1541559.0,12,ABU TAHER KHAN,All India Trinamool Congress,682442.0,518227.0,164215.0,10.65,1890589.0,81.54,INDIA,44.27,9.0,77.88667186919216,13270.0,0.86,10966.0,0.71,1.047,East,False,ABU TAHER KHAN,AITC,M,15.57,84.27,False,-4.92,-2.7299999999999898,24.14768291938826,88.49523681848359,12.14
West Bengal,12,Krishnanagar,West Bengal,Krishnanagar,GEN,1425712.0,12,MAHUA MOITRA,All India Trinamool Congress,628789.0,572084.0,56705.0,3.98,1762599.0,80.89,INDIA,44.1,8.0,84.22970417587844,6811.0,0.48,24807.0,1.74,0.976,East,True,MAHUA MOITRA,AITC,F,4.63,83.74,False,-0.6499999999999999,-2.8499999999999943,23.6439360638382,88.44560273675694,12.29
West Bengal,13,Ranaghat,West Bengal,Ranaghat,SC,1540632.0,8,JAGANNATH SARKAR,Bharatiya Janata Party,782396.0,595497.0,186899.0,12.13,1877599.0,82.05,NDA,50.78,7.0,89.43686746737703,9893.0,0.64,11405.0,0.74,1.04,East,False,JAGANNATH SARKAR,BJP,M,15.73,84.21,False,-3.5999999999999996,-2.1599999999999966,23.28306078140046,88.57064076459585,12.55
West Bengal,14,Bangaon,West Bengal,Bangaon,SC,1493108.0,16,SHANTANU THAKUR,Bharatiya Janata Party,719505.0,645812.0,73693.0,4.94,1841292.0,81.09,NDA,48.19,10.0,91.44127551389451,6685.0,0.45,26462.0,1.77,1.02,East,True,SHANTANU THAKUR,BJP,M,7.93,82.58,False,-2.9899999999999993,-1.4899999999999949,22.997476188437332,88.748354477975,12.84
West Bengal,15,Barrackpur,West Bengal,Barrackpore,GEN,1141860.0,15,PARTHA BHOWMICK,All India Trinamool Congress,520231.0,455793.0,64438.0,5.64,1512101.0,75.51,INDIA,45.56,9.0,85.47667840190566,11082.0,0.97,17593.0,1.54,0.838,East,False,ARJUN SINGH,BJP,M,1.35,76.89,True,4.289999999999999,-1.3799999999999955,22.8401471312973,88.46172599843378,12.65
West Bengal,16,Dum dum,West Bengal,Dum Dum,GEN,1260046.0,15,SOUGATA RAY,All India Trinamool Congress,528579.0,457919.0,70660.0,5.61,1700882.0,74.08,INDIA,41.95,11.0,78.29063383400289,11334.0,0.9,12725.0,1.01,0.942,East,True,SOUGATA RAY,AITC,M,4.4,76.92,False,1.21,-2.8400000000000034,22.6758716660174,88.4042699129983,12.67
West Bengal,17,Barasat,West Bengal,Barasat,GEN,1532601.0,13,KAKOLI GHOSH DASTIDAR,All India Trinamool Congress,692010.0,577821.0,114189.0,7.45,1907604.0,80.34,INDIA,45.15,10.0,82.85463731264693,17892.0,1.17,11423.0,0.75,1.057,East,True,Dr. Kakoli Ghoshdastidar,AITC,F,7.89,81.21,False,-0.4399999999999995,-0.8699999999999903,22.735329381579596,88.57517107897402,12.8
West Bengal,18,Basirhat,West Bengal,Basirhat,GEN,1523401.0,16,SK NURUL ISLAM,All India Trinamool Congress,803762.0,470215.0,333547.0,21.89,1805874.0,84.36,INDIA,52.76,10.0,83.62716054407211,5248.0,0.34,33519.0,2.2,1.0,East,True,Nusrat Jahan Ruhi,AITC,F,24.44,85.4,False,-2.5500000000000007,-1.0400000000000063,22.531553176067238,88.81803566713269,13.11
West Bengal,19,Joynagar,West Bengal,Jaynagar,SC,1482631.0,12,PRATIMA MONDAL,All India Trinamool Congress,894312.0,424093.0,470219.0,31.72,1845363.0,80.34,INDIA,60.32,9.0,88.92333965767611,9788.0,0.66,24171.0,1.63,1.022,East,True,PRATIMA MONDAL,AITC,F,23.36,82.27,False,8.36,-1.9299999999999926,21.952714473903573,88.74577061905352,13.32
West Bengal,20,Mathurapur,West Bengal,Mathurapur,SC,1496024.0,13,BAPI HALDAR,All India Trinamool Congress,755731.0,554674.0,201057.0,13.44,1818113.0,82.28,INDIA,50.52,10.0,87.59251188483607,8631.0,0.58,17562.0,1.17,1.007,East,False,CHOUDHURY MOHAN JATUA,AITC,M,14.55,84.86,False,-1.1100000000000012,-2.5799999999999983,21.821061311840065,88.24336584722191,12.96
West Bengal,21,Diamond harbour,West Bengal,Diamond Harbour,GEN,1530817.0,13,ABHISHEK BANERJEE,All India Trinamool Congress,1048230.0,337300.0,710930.0,46.44,1881552.0,81.36,INDIA,68.48,9.0,90.50918561787594,10188.0,0.67,16888.0,1.1,1.042,East,True,ABHISHEK BANERJEE,AITC,M,22.75,81.96,False,23.689999999999998,-0.5999999999999943,22.347995254262585,88.21269380044524,12.66
West Bengal,22,Jadavpur,West Bengal,Jadavpur,GEN,1566509.0,17,SAYANI GHOSH,All India Trinamool Congress,717899.0,459698.0,258201.0,16.48,2034251.0,77.01,INDIA,45.83,9.0,75.17333127355157,7415.0,0.47,29137.0,1.86,1.127,East,True,MIMI CHAKRABORTY,AITC,F,20.55,79.09,False,-4.07,-2.0799999999999983,22.40511611172695,88.48620298066263,12.87
