state,constituency,candidate,party,status,votes,pct_electors,pct_valid
"Tamil Nadu
1 TIRUVALLUR (SC)",,A SEETHA,BHUDRP,U,2476,0.16,0.24
"Tamil Nadu
1 TIRUVALLUR (SC)",,KARPAGAVALLI P,IND,Z,6314,0.41,0.62
"Tamil Nadu
1 TIRUVALLUR (SC)",KANNIYAKUMARI (GEN),GEETA M,TK,U,552,0.04,0.05
"Tamil Nadu
1 TIRUVALLUR (SC)",KANNIYAKUMARI (GEN),MARIA JENNIFER CLARA MICHAEL,NTK,U,52721,3.37,5.14
Tripura,Tripura East (ST),KRITI DEVI DEBBARMAN,BJP,N,777447,55.47,69.66
Tripura,Tripura East (ST),ARCHANA URANG,IND,Z,10922,0.78,0.98
Uttar Pradesh,Fatehpur Sikri (GEN),SANGEETA TOMAR,BMJP,U,1433,0.08,0.14
Uttar Pradesh,Mainpuri (GEN),DIMPLE YADAV,SP,S,598526,33.29,57.03
Uttar Pradesh,,LATA YADAV,IND,Z,2578,0.13,0.24
Uttar Pradesh,Bareilly (GEN),AYSHA BI,IND,Z,559,0.03,0.05
Uttar Pradesh,Shahjahanpur (SC),JYOTSNA GOND,SP,S,537339,23.03,43.35
Uttar Pradesh,,SANDHYA JAISWAL,PSJP,U,3096,0.17,0.26
Uttar Pradesh,Hardoi (SC),USHA VERMA,SP,S,458942,24.01,42.05
Uttar Pradesh,Misrikh (SC),SANGITA RAJVANSHI,SP,S,441610,23.49,42.3
Uttar Pradesh,Misrikh (SC),VANDNA VERMA,NNRP,U,1912,0.1,0.18
Uttar Pradesh,Misrikh (SC),SAVITRI DEVI,RASTSA,U,1350,0.07,0.13
Uttar Pradesh,Misrikh (SC),Neelam Singh,IND,Z,2905,0.15,0.28
Uttar Pradesh,ANNU TANDON 34 Mohanlalganj (SC),SUNITA CHHEDA PASI,AJPI,U,1749,0.08,0.13
Uttar Pradesh,Amethi (GEN),SMRITI IRANI,BJP,N,372032,20.68,38.3
Uttar Pradesh,Amethi (GEN),CHANDRAWATI,IND,Z,2291,0.13,0.24
Uttar Pradesh,Sultanpur (GEN),MANEKA SANJAY GANDHI,BJP,N,401156,21.62,39.14
Uttar Pradesh,Pratapgarh (GEN),GEETA DEVI,BLRP,U,1594,0.09,0.17
Uttar Pradesh,Etawah (SC),SARIKA SINGH BAGHEL,BSP,N,96541,5.26,9.4
Uttar Pradesh,Etawah (SC),BHUVNESH KUMARI,SMKP,U,1657,0.09,0.16
Uttar Pradesh,Kannauj (GEN),LALIT KUMARI,IND,Z,3267,0.16,0.27
Uttar Pradesh,Jalaun (SC),PREMLATA VERMA,IND,Z,3200,0.16,0.29
Uttar Pradesh,Banda (GEN),KRISHNA DEVI SHIVSHANKER PATEL,SP,S,406567,23.25,39.44
Uttar Pradesh,Fatehpur (GEN),NIRANJAN JYOTI,BJP,N,467129,24.05,42.51
Uttar Pradesh,Phulpur (GEN),MAHIMA PATEL,APNDLK,U,4162,0.2,0.41
Uttar Pradesh,Phulpur (GEN),SANGEETA YADAV,SBSPSP,U,1290,0.06,0.13
Uttar Pradesh,Allahabad (GEN),GEETA RANI SHARMA,IND,Z,2197,0.12,0.23
Uttar Pradesh,Barabanki (SC),RAJRANI RAWAT,BJP,N,504223,26.27,39.32
Uttar Pradesh,Ghosi (GEN),ROLI GUPTA,ABHSP,U,4225,0.2,0.37
Uttar Pradesh,Ghosi (GEN),LILAWATI RAJBHAR,MOSP,U,47527,2.27,4.14
Uttar Pradesh,Jaunpur (GEN),NISHA PATEL,SRPSP,U,1128,0.06,0.1
Uttar Pradesh,Machhlishahr (SC),PRIYA SAROJ,SP,S,451292,23.22,42.95
Uttar Pradesh,Machhlishahr (SC),URMILA,SaPP,U,5303,0.27,0.5
Uttar Pradesh,Ghazipur (GEN),NUSRAT ANSARI,IND,Z,4616,0.22,0.4
Uttar Pradesh,Mirzapur (GEN),ANUPRIYA PATEL,ADAL,S,471631,24.7,43.25
Uttar Pradesh,Robertsganj (SC),RINKI SINGH,ADAL,S,336614,18.9,33.98
Uttar Pradesh,Robertsganj (SC),SUBHAGI,JNSNKP,U,8194,0.46,0.83
"West Bengal
1 Coochbehar (SC)",Robertsganj (SC),PIYA ROY CHOWDHURY,INC,N,10679,0.54,0.66
"West Bengal
1 Coochbehar (SC)",Alipurduars (ST),BABITA BARA,GNASURKP,U,1552,0.09,0.11
"West Bengal
1 Coochbehar (SC)",Alipurduars (ST),MILI ORAON,RSP,S,39709,2.23,2.84
"West Bengal
1 Coochbehar (SC)",Jalpaiguri (SC),SHIPRA RAY HAKIM,IND,Z,9907,0.52,0.63
"West Bengal
1 Coochbehar (SC)",Darjeeling (GEN),ATASI BISWAS,KMSP,U,4641,0.26,0.35
"West Bengal
1 Coochbehar (SC)",Krishnanagar (GEN),AMRITA ROY,BJP,N,572084,32.46,40.32
"West Bengal
1 Coochbehar (SC)",Krishnanagar (GEN),MAHUA MOITRA,AITC,S,628789,35.67,44.32
"West Bengal
1 Coochbehar (SC)",Krishnanagar (GEN),AFROJA KHATUN MONDAL,AISF,U,4298,0.24,0.3
"West Bengal
1 Coochbehar (SC)",,SUJATA BAIRAGI,IND,Z,9653,0.52,0.65
"West Bengal
1 Coochbehar (SC)",,SUMITA PODDAR,IND,Z,2354,0.13,0.16
"West Bengal
1 Coochbehar (SC)",Barrackpur (GEN),CHAPALA RAY (MAJUMDER),BSP,N,3909,0.26,0.35
"West Bengal
1 Coochbehar (SC)",Barrackpur (GEN),SHARMISTHA DAS,IND,Z,3634,0.24,0.32
"West Bengal
1 Coochbehar (SC)",Dum dum (GEN),MANIKA MUKHERJEE,BNARP,U,1237,0.07,0.1
"West Bengal
1 Coochbehar (SC)",Dum dum (GEN),GOURI BISWAS,IND,Z,701,0.04,0.06
"West Bengal
1 Coochbehar (SC)",Barasat (GEN),Dr. KAKOLI GHOSH DASTIDAR,AITC,S,692010,36.28,45.69
"West Bengal
1 Coochbehar (SC)",Barasat (GEN),SMRITIKANA HAOLADAR,BSP,N,5787,0.3,0.38
"West Bengal
1 Coochbehar (SC)",Barasat (GEN),SEFALI DEY,BNARP,U,2252,0.12,0.15
"West Bengal
1 Coochbehar (SC)",Basirhat (GEN),REKHA PATRA,BJP,N,470215,26.04,30.97
"West Bengal
1 Coochbehar (SC)",,PRATIMA MONDAL,IND,Z,2079,0.11,0.14
"West Bengal
1 Coochbehar (SC)",Jadavpur (GEN),SAYANI GHOSH,AITC,S,717899,35.29,46.05
"West Bengal
1 Coochbehar (SC)",Jadavpur (GEN),KALPANA NASKAR DATTA,SUCI,U,4451,0.22,0.29
"West Bengal
1 Coochbehar (SC)",Jadavpur (GEN),TANUSHREE MONDAL,IND,Z,2427,0.12,0.16
"West Bengal
1 Coochbehar (SC)",Jadavpur (GEN),PURNIMA DEBNATH,IND,Z,1325,0.07,0.08
"West Bengal
1 Coochbehar (SC)",Kolkata Dakshin (GEN),DEBASREE CHAUDHURI,BJP,N,428043,23.14,34.6
"West Bengal
1 Coochbehar (SC)",Kolkata Dakshin (GEN),FIROZA KHATUN,BSP,N,3975,0.21,0.32
"West Bengal
1 Coochbehar (SC)",Kolkata Dakshin (GEN),MALA ROY,AITC,S,615274,33.26,49.74
"West Bengal
1 Coochbehar (SC)",Kolkata Dakshin (GEN),SAIRA SHAH HALIM,CPI(M),N,168531,9.11,13.62
"West Bengal
1 Coochbehar (SC)",Kolkata Dakshin (GEN),YASMIN ISLAM,SDPI,U,985,0.05,0.08
"West Bengal
1 Coochbehar (SC)",Kolkata Dakshin (GEN),MUMTAZ ALI,IND,Z,1969,0.11,0.16
"West Bengal
1 Coochbehar (SC)",Kolkata Dakshin (GEN),SANJANA RAM,IND,Z,1056,0.06,0.09
"West Bengal
1 Coochbehar (SC)",Kolkata Uttar (GEN),SMT. RINKU GUPTA,PPOI,U,659,0.04,0.07
"West Bengal
1 Coochbehar (SC)",Kolkata Uttar (GEN),SAMPA GUHA,BNARP,U,916,0.06,0.1
"West Bengal
1 Coochbehar (SC)",Kolkata Uttar (GEN),PRANATI PAUL,IND,Z,2272,0.15,0.24
"West Bengal
1 Coochbehar (SC)",Sreerampur (GEN),DIPSITA DHAR,CPI(M),N,239146,12.4,16.36
"West Bengal
1 Coochbehar (SC)",,LOCKET CHATTERJEE,BJP,N,625891,33.65,41.61
"West Bengal
1 Coochbehar (SC)",,AJANTA SARKAR,BNJD,U,3639,0.2,0.24
"West Bengal
1 Coochbehar (SC)",Tamluk (GEN),SABITRI BISHAI,BSP,N,3754,0.2,0.24
"West Bengal
1 Coochbehar (SC)",Kanthi (GEN),URBASI BANERJEE,INC,N,31122,1.73,2.04
"West Bengal
1 Coochbehar (SC)",Jhargram (ST),SONAMANI TUDU,CPI(M),N,77302,4.34,5.24
"West Bengal
1 Coochbehar (SC)",Medinipur (GEN),AGNIMITRA PAUL,BJP,N,675001,37.23,45.95
"West Bengal
1 Coochbehar (SC)",Medinipur (GEN),JUNE MALIAH,AITC,S,702192,38.73,47.8
"West Bengal
1 Coochbehar (SC)",Medinipur (GEN),ANINDITA JANA,SUCI,U,9791,0.54,0.67
"West Bengal
1 Coochbehar (SC)",Purulia (GEN),SUSMITA MAHATO,SUCI,U,6109,0.33,0.43
"West Bengal
1 Coochbehar (SC)",Bankura (GEN),DIPA BOURI,BSP,N,8796,0.49,0.62
"West Bengal
1 Coochbehar (SC)",,SHYAMALI PRADHAN,CPI(M),N,99383,5.39,6.6
"West Bengal
1 Coochbehar (SC)",Birbhum (GEN),SATABDI ROY,AITC,S,717961,38.61,47.44
"West Bengal
1 Coochbehar (SC)",Birbhum (GEN),AYESHA KHATUN,SUCI,U,6779,0.36,0.45
"West Bengal
1 Coochbehar (SC)",Birbhum (GEN),DOLA SARKAR,INSAF,U,2033,0.11,0.13
"West Bengal
1 Coochbehar (SC)",Birbhum (GEN),LAKSHMI HEMBROM,APoI,U,7687,0.41,0.51
Chhattisgarh,SURGUJA (ST),SHASHI SINGH KORAM,INC,N,648378,35.61,45.43
Chhattisgarh,SURGUJA (ST),KANTA MINJ,AKBRPRVP,U,4016,0.22,0.28
Chhattisgarh,,POOJA SIDAR,IND,Z,4167,0.23,0.29
Chhattisgarh,JANJGIR-CHAMPA (SC),KAMLESH JANGDE,BJP,N,678199,32.95,48.89
Chhattisgarh,JANJGIR-CHAMPA (SC),BRINDA CHAUHAN,cvgrp,U,924,0.04,0.07
Chhattisgarh,JANJGIR-CHAMPA (SC),VIJAYLAXMI SURYAWANSHI NAT,ASSP,U,1422,0.07,0.1
Chhattisgarh,JANJGIR-CHAMPA (SC),MINA CHAUHAN,IND,Z,2931,0.14,0.21
Chhattisgarh,JANJGIR-CHAMPA (SC),VIDYA DEVI SONI,IND,Z,4881,0.24,0.35
Chhattisgarh,,SAROJ PANDEY,BJP,N,526899,32.52,43.22
Chhattisgarh,,PRIYANKA PATEL,RPI(A),U,1204,0.07,0.1
Chhattisgarh,,REKHA TIWARI,cvgrp,U,1294,0.08,0.11
Chhattisgarh,,KAUSHALYA BAI PORTE,IND,Z,3632,0.22,0.3
Chhattisgarh,,SHANTI BAI MARAVI,IND,Z,861,0.05,0.07
Chhattisgarh,BILASPUR (GEN),DEEPMALA CHOUHAN,cvgrp,U,565,0.03,0.04
Chhattisgarh,RAJNANDGAON (GEN),LALITA KANWAR,HMR,U,2149,0.11,0.15
Chhattisgarh,,PUSHPA MAIRISHA,APoI,U,1561,0.07,0.1
Chhattisgarh,,SAVITA SHAILENDRA BANJARE,SSBD,U,8768,0.37,0.55
Chhattisgarh,,NURI KHAN,IND,Z,252,0.01,0.02
Chhattisgarh,MAHASAMUND (GEN),ROOP KUMARI CHOUDHARY,BJP,N,703659,39.9,53.22
Jharkhand,Rajmahal (ST),MARIYAM MARANDI,BSP,N,8259,0.48,0.69
Jharkhand,Rajmahal (ST),LILI HANSDA,SAP,U,2689,0.16,0.22
Jharkhand,,MUNNI HANSDA,SAP,U,1758,0.11,0.15
Jharkhand,,BABYLATA TUDU,IND,Z,19360,1.22,1.64
Jharkhand,,KALAWATI DEVI,IND,Z,5430,0.29,0.43
Jharkhand,,ANINDITA DAS,IND,Z,2674,0.12,0.19
Jharkhand,,LAKSHMI DEVI,IND,Z,2605,0.11,0.18
Telangana,Secunderabad (GEN),B . SUNITHA RANI,SP(I),U,133,0.01,0.01
Telangana,Secunderabad (GEN),BOMMAKANTI SOWMYA,PPOI,U,205,0.01,0.02
Telangana,Secunderabad (GEN),BOGGULA SUNIITHHA,IND,Z,418,0.02,0.04
Telangana,Secunderabad (GEN),REDDYMALLA PARVATHI,IND,Z,127,0.01,0.01
Telangana,Secunderabad (GEN),V. K. VIJAYA LAKSHMI,IND,Z,216,0.01,0.02
Telangana,Secunderabad (GEN),SANGALA FLORY,IND,Z,223,0.01,0.02
Telangana,Hyderabad (GEN),MADHAVI LATHA KOMPELLA,BJP,N,323894,14.61,30.06
Telangana,Hyderabad (GEN),SARAF TULASI GUPTA,PEP,U,281,0.01,0.03
Telangana,Hyderabad (GEN),DR.J.PADMAJA,VCK,U,900,0.04,0.08
Telangana,Hyderabad (GEN),DR.LUBNA SARWATH,VTRP,U,411,0.02,0.04
Telangana,Chevella (GEN),SRIDEVI M,AODRP,U,2688,0.09,0.16
Telangana,Chevella (GEN),SAHITHI DASARI,IND,Z,1938,0.07,0.12
Telangana,Mahbubnagar (GEN),ARUNA. D. K,BJP,N,510747,30.33,41.8
Telangana,Mahbubnagar (GEN),GOVINDAMMA,IND,Z,2748,0.16,0.22
Telangana,Mahbubnagar (GEN),VIJAYA,IND,Z,596,0.04,0.05
Telangana,Mahbubnagar (GEN),SANGEPAGA SAROJANAMMA,IND,Z,1565,0.09,0.13
Telangana,Nagarkurnool (SC),DASARI BHARATHI,VCK,U,730,0.04,0.06
Telangana,Nagarkurnool (SC),KARNE. SHIREESHA @ BARRELAKKA,IND,Z,3087,0.18,0.25
Telangana,Nagarkurnool (SC),GALIMUDI GEETHA,IND,Z,3147,0.18,0.26
Telangana,Nalgonda (GEN),RACHA SUBHADRA REDDY,SP(I),U,846,0.05,0.07
Telangana,Bhongir (GEN),RACHA SUBHADRA REDDY,SP(I),U,1465,0.08,0.1
Telangana,Bhongir (GEN),JANGA. SUJATHANAVEEN REDDY,IND,Z,847,0.05,0.06
Telangana,Warangal (SC),KADIYAM KAVYA,INC,N,581294,31.84,46.15
Telangana,Warangal (SC),KALPANA PANJA,BSP,N,9327,0.51,0.74
Telangana,Warangal (SC),KOTHAPALLI SAVITHRI,MCPI,U,1023,0.06,0.08
Telangana,Warangal (SC),NARMADA PRAVEEN,PPOI,U,1664,0.09,0.13
Telangana,Warangal (SC),BUNGA JYOTHI RAMANA,AHNP,U,4265,0.23,0.34
Telangana,Warangal (SC),CHILUMULLA SUJATHA,IND,Z,379,0.02,0.03
Telangana,Warangal (SC),PRAMEELA JANNU,IND,Z,3022,0.17,0.24
Telangana,Warangal (SC),ROOPA POLEPAKA,IND,Z,1659,0.09,0.13
Telangana,Mahabubabad (ST),KAVITHA MALOTH,BHRS,S,263609,17.19,23.92
Telangana,Mahabubabad (ST),KONETI SUJATHA,BSP,N,8093,0.53,0.73
Telangana,Mahabubabad (ST),BURKA KRISHNAVENI,SP(I),U,1448,0.09,0.13
Telangana,Mahabubabad (ST),RAVVA. BHADRAMMA,DHRMSMJP,U,2244,0.15,0.2
Telangana,Mahabubabad (ST),DURGA PALVANCHA,IND,Z,10119,0.66,0.92
"NCT OF Delhi
1 Chandni Chowk (GEN)",RAJINDER KAUR,RITU KAUSHIK,SUCI,U,643,0.04,0.07
"NCT OF Delhi
1 Chandni Chowk (GEN)",RAJINDER KAUR,SEEMA RIZVI,AZSP,U,1089,0.07,0.11
"NCT OF Delhi
1 Chandni Chowk (GEN)",RAJINDER KAUR,HEENA,PuPP,U,169,0.01,0.02
"NCT OF Delhi
1 Chandni Chowk (GEN)",North-East Delhi (GEN),NIVEDITA SHARMA “PREM”,RSTJLKPS,U,543,0.02,0.04
"NCT OF Delhi
1 Chandni Chowk (GEN)",North-East Delhi (GEN),PRAKASH DEVI,SUCI,U,676,0.03,0.04
"NCT OF Delhi
1 Chandni Chowk (GEN)",North-East Delhi (GEN),BABITA YADAV,ASPKR,U,646,0.03,0.04
"NCT OF Delhi
1 Chandni Chowk (GEN)",North-East Delhi (GEN),SUNITA,NRCP,U,3518,0.14,0.23
"NCT OF Delhi
1 Chandni Chowk (GEN)",East Delhi (GEN),ARUNIMA GAUTAM,IND,Z,751,0.04,0.06
"NCT OF Delhi
1 Chandni Chowk (GEN)",New Delhi (GEN),BANSURI SWARAJ,BJP,N,453185,29.68,53.78
"NCT OF Delhi
1 Chandni Chowk (GEN)",New Delhi (GEN),ACHLA JETHMALANI,JDKRP,U,1037,0.07,0.12
"NCT OF Delhi
1 Chandni Chowk (GEN)",New Delhi (GEN),PUNAM PANDEY,RLPI,U,641,0.04,0.08
"NCT OF Delhi
1 Chandni Chowk (GEN)",New Delhi (GEN),SANDHYA THAKKAR,RTPP,U,486,0.03,0.06
"NCT OF Delhi
1 Chandni Chowk (GEN)",North-West Delhi (SC),K M KAJAL,PuPP,U,1342,0.05,0.09
"NCT OF Delhi
1 Chandni Chowk (GEN)",North-West Delhi (SC),PREETI,SamAP,U,503,0.02,0.03
"NCT OF Delhi
1 Chandni Chowk (GEN)",North-West Delhi (SC),ADITI,IND,Z,790,0.03,0.05
"NCT OF Delhi
1 Chandni Chowk (GEN)",North-West Delhi (SC),PUSHPA NAGRA,IND,Z,353,0.01,0.02
